evaluations raw_y current_y raw_y_best current_y_best violation penalty n_evals x0 x1 x2 x3 x4 x5 x6 x7 x8 x9 x10 x11 x12 x13 x14
108 8602751.6441182531 8602751.6441182531 0.3318004442 0.3318004442 43013.7582205913 0.0000000000 25.0000000000 0.127249 0.291544 0.717025 0.951623 0.472774 0.472311 0.884190 0.716563 0.420599 0.028608 0.915026 0.933146 0.815892 0.645738 0.749641
109 14.8432485592 26.1432485592 0.3318004442 0.3318004442 0.0313888889 11.3000000000 26.0000000000 0.092854 0.372670 0.712256 0.894751 0.521898 0.310012 0.959232 0.907167 0.922465 0.125729 0.987969 0.622652 0.965789 0.748737 0.859830
110 0.3257862309 39.7257862309 0.3318004442 0.3318004442 0.1094444444 39.4000000000 27.0000000000 0.142810 0.106701 0.962190 0.890473 0.519941 0.540788 0.848193 0.778509 0.976575 0.156232 0.858131 0.938631 0.997709 0.881795 0.966892
111 400.0000000000 465.5000000000 0.3318004442 0.3318004442 2.1819444444 65.5000000000 27.0000000000 0.160543 0.605485 0.888098 0.886758 0.314218 0.456367 0.965073 0.945821 0.664823 0.609142 0.957684 0.753929 0.458790 0.656726 0.997626
112 5824.0879114244 5900.6879114244 0.3318004442 0.3318004442 29.3332173349 76.6000000000 27.0000000000 0.320097 0.520194 0.867127 0.999982 0.521812 0.580270 0.874228 0.978611 0.584133 0.204535 0.758073 0.752369 0.685236 0.993063 0.631787
113 16866.2100242386 16866.2100242386 0.3318004442 0.3318004442 84.3310501212 0.0000000000 27.0000000000 0.070142 0.138669 0.908576 0.942403 0.467604 0.611622 0.999997 0.911800 0.753734 0.358274 0.995466 0.942704 0.920651 0.575327 0.939951
114 4525.4833995939 4540.5833995939 0.3318004442 0.3318004442 22.6693614424 15.1000000000 27.0000000000 0.247665 0.432026 0.780447 0.986436 0.352493 0.691338 0.989508 0.979562 0.603254 0.478380 0.993625 0.531009 0.938728 0.546535 0.971930
115 0.9291483875 38.4291483875 0.3318004442 0.3318004442 0.1041666667 37.5000000000 28.0000000000 0.123221 0.395864 0.757148 0.491889 0.841734 0.510945 0.932617 0.986025 0.872248 0.418008 0.984818 0.692175 0.918307 0.314497 0.933510
116 565.6854249492 664.0854249492 0.3318004442 0.3318004442 3.1017604581 98.4000000000 28.0000000000 0.047185 0.121771 0.865661 0.974161 0.642119 0.331721 0.999927 0.937158 0.771505 0.432687 0.865392 0.762420 0.758725 0.996948 0.842415
117 565.6854249492 635.9854249492 0.3318004442 0.3318004442 3.0237049025 70.3000000000 28.0000000000 0.019402 0.186214 0.865559 0.656296 0.667236 0.537754 0.976610 0.675381 0.885148 0.774308 0.999869 0.496345 0.945643 0.371413 0.865240
118 14617.6014981270 14617.6014981270 0.3318004442 0.3318004442 73.0880074906 0.0000000000 28.0000000000 0.107738 0.177331 0.846428 0.864830 0.626230 0.342247 0.666427 0.454513 0.893913 0.520798 0.911816 0.614306 0.638964 0.999900 0.315875
119 3687.8177829172 3709.0177829172 0.3318004442 0.3318004442 18.4979778035 21.2000000000 28.0000000000 0.352256 0.050974 0.999869 0.817131 0.360594 0.586984 0.987736 0.736181 0.729136 0.236477 0.820675 0.576751 0.608131 0.404367 0.866049
120 0.0711146326 139.5711146326 0.3318004442 0.3318004442 0.3875000000 139.5000000000 29.0000000000 0.443227 0.460473 0.997767 0.990326 0.531411 0.194646 0.922538 0.975735 0.792985 0.412481 0.947817 0.731158 0.771274 0.975505 0.983306
121 2262.7416997970 2300.2416997970 0.3318004442 0.3318004442 11.4178751657 37.5000000000 29.0000000000 0.335249 0.213144 0.534018 0.514936 0.333850 0.360861 0.956888 0.967028 0.996914 0.041737 0.839414 0.582035 0.748598 0.887809 0.955750
122 2465743.3809794295 2465743.3809794295 0.3318004442 0.3318004442 12328.7169048971 0.0000000000 29.0000000000 0.003468 0.016487 0.655817 0.503833 0.491972 0.354428 0.911460 0.962909 0.764906 0.019935 0.887165 0.946574 0.698446 0.438564 0.709780
123 6143.3564843551 6235.3564843551 0.3318004442 0.3318004442 30.9723379773 92.0000000000 29.0000000000 0.503734 0.324426 0.828110 0.540673 0.787201 0.024150 0.964932 0.741346 0.801680 0.312949 0.787484 0.771564 0.696507 0.629400 0.684233
124 0.2625306467 58.8625306467 0.3318004442 0.3318004442 0.1627777778 58.6000000000 30.0000000000 0.007068 0.505588 0.995254 0.629117 0.707415 0.480460 0.982380 0.968969 0.987988 0.557268 0.719481 0.972444 0.953965 0.587761 0.888772
125 14405.5544842953 14405.5544842953 0.3318004442 0.3318004442 72.0277724215 0.0000000000 30.0000000000 0.104066 0.273899 0.738936 0.980497 0.450860 0.084660 0.911384 0.953126 0.903035 0.422598 0.989725 0.711457 0.580192 0.541423 0.642172
126 12554.0659228538 12587.8659228538 0.3318004442 0.3318004442 62.8642185032 33.8000000000 30.0000000000 0.001555 0.694144 0.992441 0.944052 0.737723 0.209306 0.887555 0.916296 0.903244 0.096120 0.973279 0.321226 0.958984 0.444377 0.863561
127 2000.0000000000 2048.6000000000 0.3318004442 0.3318004442 10.1350000000 48.6000000000 30.0000000000 0.050055 0.497524 0.943212 0.705075 0.488477 0.447444 0.986540 0.982831 0.982746 0.175913 0.739114 0.729190 0.997529 0.420326 0.915224
128 0.1288395819 112.9288395819 0.3318004442 0.3318004442 0.3133333333 112.8000000000 31.0000000000 0.261769 0.504493 0.996230 0.729324 0.705938 0.401792 0.965794 0.990296 0.917910 0.402139 0.954816 0.916614 0.783572 0.524423 0.901279
129 70593.8883961303 70623.3883961303 0.3318004442 0.3318004442 353.0513864251 29.5000000000 31.0000000000 0.187840 0.171192 0.899814 0.993194 0.307644 0.006182 0.999627 0.985001 0.909158 0.000185 0.907602 0.537782 0.998594 0.729600 0.981350
130 3200.0000000000 3285.8000000000 0.3318004442 0.3318004442 16.2383333333 85.8000000000 31.0000000000 0.187717 0.403051 0.785958 0.997389 0.717568 0.435456 0.617911 0.999136 0.422531 0.713929 0.991830 0.909914 0.881818 0.517917 0.969589
131 593860.7018527170 593860.7018527170 0.3318004442 0.3318004442 2969.3035092636 0.0000000000 31.0000000000 0.011764 0.334625 0.953349 0.948975 0.505521 0.597664 0.861276 0.961029 0.978678 0.001659 0.959772 0.802929 0.855321 0.578588 0.838348
132 2400.0000000000 2465.8000000000 0.3318004442 0.3318004442 12.1827777778 65.8000000000 31.0000000000 0.281444 0.270421 0.735181 0.607515 0.563363 0.552044 0.825690 0.983772 0.995817 0.388939 0.978137 0.374809 0.994756 0.562410 0.677543
133 13200.0000000000 13227.2000000000 0.3318004442 0.3318004442 66.0755555556 27.2000000000 31.0000000000 0.338793 0.472837 0.840786 0.696019 0.591175 0.178404 0.825758 0.997961 0.892492 0.578383 0.584928 0.760120 0.984239 0.262562 0.998261
134 6683.2815729997 6785.4815729997 0.3318004442 0.3318004442 33.7002967539 102.2000000000 31.0000000000 0.105251 0.038283 0.989738 0.627382 0.669964 0.048502 0.632924 0.966360 0.904419 0.546857 0.767788 0.997976 0.666283 0.488086 0.985819
135 0.0801488808 141.0801488808 0.3318004442 0.3318004442 0.3916666667 141.0000000000 32.0000000000 0.107255 0.289889 0.977206 0.704935 0.741699 0.510781 0.908092 0.851378 0.975221 0.750349 0.940716 0.677618 0.740058 0.595106 0.997614
136 0.3872051736 86.3872051736 0.3318004442 0.3318004442 0.2388888889 86.0000000000 33.0000000000 0.244923 0.393638 0.908241 0.758166 0.261760 0.462387 0.778882 0.911830 0.898509 0.569661 0.995346 0.719402 0.999988 0.495847 0.589590
137 0.1980507416 63.0980507416 0.3318004442 0.3318004442 0.1747222222 62.9000000000 34.0000000000 0.001322 0.222803 0.995062 0.351045 0.511926 0.270141 0.967738 0.956091 0.999801 0.816866 0.887750 0.999352 0.972668 0.350002 0.983248
138 894.4271909999 1040.5271909999 0.3318004442 0.3318004442 4.8779692883 146.1000000000 34.0000000000 0.127756 0.631266 0.843467 0.407794 0.969801 0.088722 0.383905 0.999901 0.849315 0.526966 0.652031 0.861086 0.880259 0.776068 0.987570
139 0.3068520029 134.1068520029 0.3318004442 0.3318004442 0.3716666667 133.8000000000 35.0000000000 0.399842 0.461812 0.908935 0.658878 0.810909 0.502363 0.959661 0.958785 0.980790 0.389305 0.984009 0.653930 0.999836 0.792075 0.953829
140 2262.7416997970 2289.9416997970 0.3318004442 0.3318004442 11.3892640545 27.2000000000 35.0000000000 0.058019 0.006126 0.718358 0.312403 0.558433 0.306813 0.982363 0.927513 0.899592 0.375161 0.826984 0.841195 0.677696 0.452042 0.804724
141 3600.0000000000 3639.5000000000 0.3318004442 0.3318004442 18.1097222222 39.5000000000 35.0000000000 0.222795 0.115302 0.947489 0.881014 0.458271 0.478926 0.972228 0.822535 0.981799 0.354874 0.820166 0.743319 0.976761 0.189830 0.983761
142 0.0743873731 116.4743873731 0.3318004442 0.3318004442 0.3233333333 116.4000000000 36.0000000000 0.115180 0.154652 0.819645 0.130709 0.885654 0.295911 0.416851 0.967432 0.998959 0.774388 0.928452 0.968098 0.989971 0.522862 0.996982
143 4833.2183894378 4875.5183894378 0.3318004442 0.3318004442 24.2835919472 42.3000000000 36.0000000000 0.334366 0.557065 0.988113 0.701465 0.345749 0.182580 0.796248 0.998126 0.932025 0.237785 0.781858 0.449875 0.996962 0.239810 0.979640
144 0.1007452991 108.0007452991 0.3318004442 0.3318004442 0.2997222222 107.9000000000 37.0000000000 0.294002 0.511505 0.997370 0.694872 0.564470 0.850791 0.963886 0.860077 0.677120 0.993914 0.998462 0.997149 0.708709 0.786080 0.981910
145 12800.0000000000 12848.7000000000 0.3318004442 0.3318004442 64.1352777778 48.7000000000 37.0000000000 0.340378 0.478360 0.952242 0.372392 0.361939 0.296537 0.994213 0.849885 0.993284 0.715635 0.599882 0.597816 0.999996 0.264862 0.942029
146 11298.4845004941 11303.6845004941 0.3318004442 0.3318004442 56.5068669469 5.2000000000 37.0000000000 0.001566 0.426614 0.944342 0.298274 0.412774 0.557898 0.947010 0.997765 0.820240 0.542309 0.735833 0.989247 0.950933 0.553497 0.943693
147 1200.0000000000 1293.9000000000 0.3318004442 0.3318004442 6.2608333333 93.9000000000 37.0000000000 0.491951 0.377213 0.947049 0.244935 0.390268 0.348375 0.857730 0.847473 0.909239 0.899091 0.887158 0.971524 0.900515 0.165731 0.986188
148 9895.4535014824 9895.5535014824 0.3318004442 0.3318004442 49.4775452852 0.1000000000 37.0000000000 0.105240 0.162684 0.967793 0.728907 0.349884 0.376034 0.987253 0.586701 0.935071 0.862281 0.943447 0.994254 0.978250 0.390419 0.682246
149 8400.0000000000 8461.0000000000 0.3318004442 0.3318004442 42.1694444444 61.0000000000 37.0000000000 0.011153 0.177315 0.995654 0.747439 0.272689 0.096879 0.627453 0.981906 0.999342 0.787148 0.990769 0.999295 0.972752 0.381819 0.807089
150 17062.7416997970 17099.3416997970 0.3318004442 0.3318004442 85.4153751657 36.6000000000 37.0000000000 0.419110 0.140729 0.873233 0.209878 0.430586 0.750654 0.756719 0.705552 0.977590 0.782107 0.694422 0.632424 0.943504 0.562057 0.797601
151 2262.7416997970 2355.0416997970 0.3318004442 0.3318004442 11.5700973879 92.3000000000 37.0000000000 0.438190 0.329078 0.844105 0.445992 0.808707 0.129157 0.972279 0.673626 0.985107 0.935812 0.952827 0.996880 0.998042 0.554011 0.977145
152 2000.0000000000 2062.5000000000 0.3318004442 0.3318004442 10.1736111111 62.5000000000 37.0000000000 0.048851 0.000178 0.817734 0.338317 0.460279 0.261684 0.773526 0.986766 0.896410 0.760870 0.993363 0.985778 0.751551 0.484741 0.677993
153 2000.0000000000 2092.4000000000 0.3318004442 0.3318004442 10.2566666667 92.4000000000 37.0000000000 0.292458 0.528066 0.982823 0.592829 0.492892 0.351731 0.687528 0.988552 0.966602 0.892318 0.761025 0.976880 0.979041 0.385090 0.842210
154 2800.0000000000 2811.2000000000 0.3318004442 0.3318004442 14.0311111111 11.2000000000 37.0000000000 0.498958 0.642455 0.997424 0.308086 0.640439 0.258379 0.956586 0.989599 0.663967 0.781918 0.965648 0.940690 0.980141 0.477725 0.817961
155 4000.0000000000 4083.2000000000 0.3318004442 0.3318004442 20.2311111111 83.2000000000 37.0000000000 0.102484 0.368176 0.981055 0.540775 0.763628 0.447695 0.980139 0.961029 0.909737 0.974466 0.781975 0.985064 0.515862 0.197656 0.820424
156 2400.0000000000 2511.1000000000 0.3318004442 0.3318004442 12.3086111111 111.1000000000 37.0000000000 0.453900 0.243107 0.943555 0.506779 0.611789 0.527371 0.945323 0.954603 0.914361 0.946885 0.832966 0.997089 0.998300 0.151099 0.951208
157 12400.0000000000 12456.3000000000 0.3318004442 0.3318004442 62.1563888889 56.3000000000 37.0000000000 0.310139 0.009291 0.958347 0.367046 0.398637 0.428434 0.271470 0.966986 0.715190 0.811855 0.994493 0.739420 0.502872 0.311836 0.925192
158 651157.4298099681 651157.4298099681 0.3318004442 0.3318004442 3255.7871490498 0.0000000000 37.0000000000 0.114100 0.512162 0.988227 0.270583 0.325450 0.114814 0.999928 0.823147 0.657092 0.590750 0.793816 0.896957 0.891550 0.006516 0.738048
159 0.5060760778 14.3060760778 0.3318004442 0.3318004442 0.0383333333 13.8000000000 38.0000000000 0.646974 0.366460 0.932443 0.351864 0.429372 0.000219 0.982084 0.999733 0.963142 0.898368 0.998644 0.980966 0.883000 0.418684 0.698633
160 30000.0000000000 30000.0000000000 0.3318004442 0.3318004442 150.0000000000 0.0000000000 38.0000000000 0.784539 0.246993 0.993378 0.613089 0.143246 0.077016 0.999046 0.981563 0.959459 0.612054 0.967751 0.989983 0.943143 0.432203 0.969845
161 10000.0000000000 10042.4000000000 0.3318004442 0.3318004442 50.1177777778 42.4000000000 38.0000000000 0.487659 0.001898 0.812709 0.199697 0.712222 0.052416 0.629724 0.995191 0.935402 0.801625 0.633469 0.996257 0.827237 0.268787 0.787533
162 5366.5631459995 5451.7631459995 0.3318004442 0.3318004442 27.0694823967 85.2000000000 38.0000000000 0.308437 0.359335 0.745716 0.201810 0.307797 0.023915 0.714270 0.821435 0.769067 0.998079 0.775505 0.709983 0.936087 0.494825 0.969878
163 2400.0000000000 2498.4000000000 0.3318004442 0.3318004442 12.2733333333 98.4000000000 38.0000000000 0.109856 0.299028 0.425472 0.588778 0.306952 0.666186 0.468866 0.959530 0.916167 0.636313 0.779436 0.834870 0.969920 0.471893 0.814839
164 1600.0000000000 1689.8000000000 0.3318004442 0.3318004442 8.2494444444 89.8000000000 38.0000000000 0.199261 0.054410 0.721535 0.268153 0.865970 0.724052 0.727426 0.934943 0.987638 0.999570 0.646682 0.758084 0.794648 0.109686 1.000000
165 894.4271909999 990.6271909999 0.3318004442 0.3318004442 4.7393581772 96.2000000000 38.0000000000 0.146913 0.206663 0.788566 0.107007 0.954905 0.350254 0.825331 0.766703 0.840376 0.992587 0.914144 0.963154 0.971559 0.543304 0.698677
166 0.1083602982 132.4083602982 0.3318004442 0.3318004442 0.3675000000 132.3000000000 39.0000000000 0.469551 0.617935 0.863196 0.478223 0.686120 0.321515 0.669759 0.863034 0.760664 0.955932 0.842495 0.995602 0.795239 0.576827 0.948794
167 11600.0000000000 11607.3000000000 0.3318004442 0.3318004442 58.0202777778 7.3000000000 39.0000000000 0.151003 0.454467 0.646363 0.246362 0.564388 0.257278 0.969064 0.995388 0.890021 0.999513 0.746664 0.701301 0.997578 0.034122 0.673409
168 2400.0000000000 2492.2000000000 0.3318004442 0.3318004442 12.2561111111 92.2000000000 39.0000000000 0.593296 0.489674 0.499965 0.558830 0.811963 0.428071 0.622561 0.942558 0.968648 0.789933 0.925749 0.771052 0.986757 0.047899 0.855583
169 17409.1415781135 17409.1415781135 0.3318004442 0.3318004442 87.0457078906 0.0000000000 39.0000000000 0.211250 0.572285 0.982308 0.127006 0.547710 0.000139 0.976801 0.832386 0.758133 0.959876 0.659458 0.789305 0.759234 0.217707 0.691782
170 36984.8450049413 36984.8450049413 0.3318004442 0.3318004442 184.9242250247 0.0000000000 39.0000000000 0.057312 0.423164 0.706184 0.160879 0.393585 0.006336 0.528072 0.725927 0.999373 0.350579 0.840163 0.694565 0.969814 0.653586 0.675971
171 16000.0000000000 16000.0000000000 0.3318004442 0.3318004442 80.0000000000 0.0000000000 39.0000000000 0.265088 0.432013 0.507191 0.376123 0.618159 0.000754 0.834646 0.974650 0.994247 0.631484 0.966117 0.995289 0.976275 0.218682 0.735826
172 18524.3955371228 18529.9955371228 0.3318004442 0.3318004442 92.6375332412 5.6000000000 39.0000000000 0.643860 0.366651 0.657118 0.199134 0.502873 0.040113 0.358007 0.938250 0.720989 0.648144 0.997141 0.944104 0.967887 0.678721 0.787193
173 12400.0000000000 12412.2000000000 0.3318004442 0.3318004442 62.0338888889 12.2000000000 39.0000000000 0.491679 0.373007 0.999413 0.367563 0.825423 0.007475 0.886852 0.995719 0.700141 0.854642 0.988863 0.986250 0.972951 0.086640 0.785314
174 0.2446380849 55.7446380849 0.3318004442 0.3318004442 0.1541666667 55.5000000000 40.0000000000 0.474662 0.296770 0.766386 0.865548 0.582085 0.482324 0.908289 0.999547 0.954372 0.793385 0.999997 0.935809 0.938071 0.143699 0.767365
175 4000.0000000000 4074.0000000000 0.3318004442 0.3318004442 20.2055555556 74.0000000000 40.0000000000 0.237572 0.608654 0.999817 0.303249 0.953803 0.429856 0.993785 0.997211 0.552610 0.947641 0.935695 0.997522 0.718433 0.469865 0.997936
176 4494.4271909999 4567.1271909999 0.3318004442 0.3318004442 22.6740803994 72.7000000000 40.0000000000 0.504925 0.464085 0.947774 0.086876 0.760375 0.485173 0.527095 0.784990 0.925081 0.789315 0.967826 0.691569 0.914772 0.549418 0.774738
177 1649.2422502471 1759.6422502471 0.3318004442 0.3318004442 8.5528779179 110.4000000000 40.0000000000 0.537343 0.212313 0.999791 0.472807 0.587943 0.289426 0.699846 0.998438 0.830247 0.997962 0.975108 0.995289 0.996762 0.414475 0.714341
178 2400.0000000000 2509.4000000000 0.3318004442 0.3318004442 12.3038888889 109.4000000000 40.0000000000 0.218908 0.613235 0.971829 0.008064 0.234247 0.126079 0.508385 0.988456 0.971102 0.995975 0.926646 0.856919 0.908742 0.465169 0.889213
179 0.2336185582 55.7336185582 0.3318004442 0.3318004442 0.1541666667 55.5000000000 41.0000000000 0.465300 0.071777 0.634995 0.343656 0.427306 0.250957 0.403097 0.880479 0.960209 0.599993 0.905448 0.980198 0.739516 0.689250 0.623821
180 0.0740509608 109.4740509608 0.3318004442 0.3318004442 0.3038888889 109.4000000000 42.0000000000 0.202715 0.555840 0.978920 0.462100 0.913239 0.233168 0.871399 0.967005 0.997492 0.785482 0.888861 0.921348 0.876313 0.307797 0.994270
181 15924.8233899155 15924.8233899155 0.3318004442 0.3318004442 79.6241169496 0.0000000000 42.0000000000 0.343480 0.135386 0.783516 0.035567 0.226300 0.014891 0.467836 0.859629 0.991371 0.977753 0.984420 0.975948 0.918927 0.376005 0.676406
182 0.0901458582 116.3901458582 0.3318004442 0.3318004442 0.3230555556 116.3000000000 43.0000000000 0.539423 0.013151 0.692697 0.368147 0.241100 0.279352 0.574231 0.940622 0.998942 0.780870 0.990428 0.842719 0.992420 0.616940 0.997844
183 9600.0000000000 9673.9000000000 0.3318004442 0.3318004442 48.2052777778 73.9000000000 43.0000000000 0.551595 0.200684 0.985784 0.364707 0.137388 0.649264 0.622721 0.939380 0.867409 0.997248 0.896454 0.870954 0.866407 0.231452 0.970870
184 10376.8974168583 10376.8974168583 0.3318004442 0.3318004442 51.8844870843 0.0000000000 43.0000000000 0.468866 0.445330 0.641970 0.589291 0.715427 0.106151 0.927552 0.925529 0.939804 0.523117 0.952810 0.845135 0.953214 0.253096 0.790485
185 0.1969131709 45.8969131709 0.3318004442 0.3318004442 0.1269444444 45.7000000000 44.0000000000 0.596048 0.468692 0.530914 0.161169 0.751508 0.355499 0.986023 0.989065 0.944320 0.965716 0.874462 0.958037 0.722731 0.211208 0.989076
186 13200.0000000000 13215.6000000000 0.3318004442 0.3318004442 66.0433333333 15.6000000000 44.0000000000 0.754884 0.599058 0.409179 0.323629 0.583301 0.001879 0.615358 0.797600 0.756458 0.997968 0.975008 0.686620 0.823602 0.344993 0.741326
187 3200.0000000000 3305.4000000000 0.3318004442 0.3318004442 16.2927777778 105.4000000000 44.0000000000 0.313293 0.366143 0.997628 0.479978 0.896912 0.714825 0.994970 0.935862 0.988961 0.996044 0.872054 0.706009 0.836322 0.624083 0.695309
188 7200.0000000000 7313.6000000000 0.3318004442 0.3318004442 36.3155555556 113.6000000000 44.0000000000 0.620056 0.419648 0.901367 0.533559 0.848770 0.023236 0.968913 0.863827 0.993961 0.881584 0.507195 0.941075 0.994660 0.665481 0.808769
189 7211.1025509280 7300.7025509280 0.3318004442 0.3318004442 36.3044016435 89.6000000000 44.0000000000 0.338168 0.097172 0.458327 0.893260 0.610066 0.207165 0.299429 0.074760 0.780506 0.990783 0.904758 0.602768 0.417081 0.590750 0.718977
