evaluations raw_y current_y raw_y_best current_y_best violation penalty n_evals x0 x1 x2 x3 x4 x5 x6 x7 x8 x9 x10 x11 x12 x13 x14
429 6511.5282384399 6523.7282384399 0.3318004442 0.3318004442 32.5915300811 12.2000000000 87.0000000000 0.482699 0.335892 0.016965 0.955513 0.095452 0.394573 0.852002 0.596538 0.992390 0.976387 0.579273 0.856301 0.001574 0.401149 0.516945
430 2000.0000000000 2000.0000000000 0.3318004442 0.3318004442 10.0000000000 0.0000000000 87.0000000000 0.702531 0.963354 0.269710 0.370831 0.677931 0.004172 0.896760 0.004951 0.948139 0.269248 0.913496 0.993262 0.069283 0.248836 0.531857
431 17318.6287860453 17318.6287860453 0.3318004442 0.3318004442 86.5931439302 0.0000000000 87.0000000000 0.134293 0.626921 0.526144 0.797765 0.470096 0.101857 0.719479 0.108915 0.743699 0.514846 0.566089 0.975640 0.029794 0.147666 0.991263
432 894.4271909999 904.3271909999 0.3318004442 0.3318004442 4.4996359550 9.9000000000 87.0000000000 0.163018 0.929889 0.147934 0.907257 0.268518 0.097831 0.640425 0.673918 0.700307 0.149222 0.994530 0.781553 0.000016 0.757208 0.983730
433 0.0963110102 92.3963110102 0.3318004442 0.3318004442 0.2563888889 92.3000000000 88.0000000000 0.436334 0.816496 0.066398 0.759218 0.972366 0.176418 0.940382 0.273750 0.917514 0.217242 0.926795 0.984706 0.678123 0.439392 0.469176
434 12800.0000000000 12844.4000000000 0.3318004442 0.3318004442 64.1233333333 44.4000000000 88.0000000000 0.299267 0.451442 0.030599 0.682459 0.850343 0.290608 0.810913 0.565569 0.909669 0.381679 0.991196 0.943108 0.000287 0.148516 0.396475
435 29278.7640181241 29278.7640181241 0.3318004442 0.3318004442 146.3938200906 0.0000000000 88.0000000000 0.979554 0.182779 0.454245 0.393720 0.494962 0.169246 0.999912 0.011609 0.287702 0.989111 0.972736 0.957305 0.513869 0.283140 0.165589
436 11139.5431207184 11189.7431207184 0.3318004442 0.3318004442 55.8371600480 50.2000000000 88.0000000000 0.667975 0.154317 0.365625 0.808248 0.948864 0.391752 0.620636 0.155742 0.522004 0.269133 0.447544 0.997560 0.428246 0.583177 0.939475
437 5946.4274989274 5947.4274989274 0.3318004442 0.3318004442 29.7349152724 1.0000000000 88.0000000000 0.080573 0.981509 0.028320 0.925992 0.611884 0.723819 0.001565 0.123884 0.607955 0.270670 0.998203 0.991408 0.220508 0.711460 0.853450
438 17600.0000000000 17617.5000000000 0.3318004442 0.3318004442 88.0486111111 17.5000000000 88.0000000000 0.557681 0.526364 0.329390 0.989772 0.979443 0.630884 0.212165 0.091233 0.981952 0.251406 0.818109 0.944512 0.545347 0.967484 0.530151
439 3394.1125496954 3456.1125496954 0.3318004442 0.3318004442 17.1427849707 62.0000000000 88.0000000000 0.018987 0.759402 0.261861 0.706761 0.868529 0.403024 0.869729 0.000016 0.871847 0.704443 0.931135 0.424962 0.692496 0.284969 0.450910
440 12651.6907544222 12651.6907544222 0.3318004442 0.3318004442 63.2584537721 0.0000000000 88.0000000000 0.011578 0.800096 0.075622 0.982438 0.579399 0.153376 0.645807 0.045125 0.978547 0.388691 0.777010 0.527882 0.393942 0.588441 0.123070
441 20000.0000000000 20000.0000000000 0.3318004442 0.3318004442 100.0000000000 0.0000000000 88.0000000000 0.968658 0.903874 0.141639 0.812557 0.621008 0.805595 0.998758 0.109931 0.780716 0.375628 0.926688 0.664150 0.036013 0.538371 0.127938
442 19600.0000000000 19600.0000000000 0.3318004442 0.3318004442 98.0000000000 0.0000000000 88.0000000000 0.710705 0.749455 0.319848 0.999449 0.417006 0.702852 0.202487 0.094013 0.853758 0.289448 0.993625 0.932986 0.539823 0.484164 0.978641
443 7600.0000000000 7600.0000000000 0.3318004442 0.3318004442 38.0000000000 0.0000000000 88.0000000000 0.955073 0.068612 0.618691 0.593496 0.762852 0.418453 0.979975 0.041920 0.533774 0.702243 0.705187 0.866377 0.132071 0.415931 0.257772
444 4422.1540552550 4521.4540552550 0.3318004442 0.3318004442 22.3866036096 99.3000000000 88.0000000000 0.387878 0.650242 0.245712 0.973859 0.876454 0.219820 0.905708 0.008946 0.752022 0.641649 0.864675 0.449985 0.446953 0.842127 0.220258
445 75711.4920329065 75711.4920329065 0.3318004442 0.3318004442 378.5574601645 0.0000000000 88.0000000000 0.519751 0.808473 0.123662 0.439803 0.623483 0.002732 0.762397 0.009796 0.647414 0.020027 0.998523 0.894930 0.264035 0.272855 0.380914
446 591236.7147636742 591321.3147636742 0.3318004442 0.3318004442 2956.4185738184 84.6000000000 88.0000000000 0.519437 0.809613 0.135866 0.917060 0.936518 0.132252 0.998048 0.609918 0.618407 0.012929 0.567274 0.864925 0.239356 0.010031 0.685665
447 10105.0706006528 10105.0706006528 0.3318004442 0.3318004442 50.5253530033 0.0000000000 88.0000000000 0.504714 0.489470 0.105065 0.705654 0.476429 0.146228 0.657492 0.269611 0.307205 0.209758 0.567327 0.694167 0.656820 0.364271 0.130286
448 0.0586755036 115.5586755036 0.3318004442 0.3318004442 0.3208333333 115.5000000000 89.0000000000 0.121223 0.786470 0.205252 0.850725 0.995774 0.557792 0.760542 0.095227 0.997794 0.849726 0.664771 0.997612 0.101823 0.000179 0.430950
449 4326.6615305568 4363.8615305568 0.3318004442 0.3318004442 21.7366409861 37.2000000000 89.0000000000 0.583007 0.352580 0.205260 0.911958 0.999925 0.063135 0.986318 0.010819 0.537386 0.388355 0.630365 0.924376 0.221326 0.407165 0.470188
450 0.1031140207 68.6031140207 0.3318004442 0.3318004442 0.1902777778 68.5000000000 90.0000000000 0.644016 0.843396 0.150729 0.862572 0.537493 0.080611 0.478160 0.004518 0.848384 0.549946 0.955025 0.772343 0.781438 0.661705 0.512410
451 2000.0000000000 2076.2000000000 0.3318004442 0.3318004442 10.2116666667 76.2000000000 90.0000000000 0.490962 0.723284 0.090894 0.972659 0.361888 0.504176 0.996060 0.145639 0.973980 0.688629 0.801897 0.856431 0.661658 0.077106 0.741077
452 10800.0000000000 10805.2000000000 0.3318004442 0.3318004442 54.0144444444 5.2000000000 90.0000000000 0.335750 0.391479 0.696896 0.885553 0.536829 0.457961 0.764142 0.080217 0.668618 0.547960 0.775795 0.751235 0.012805 0.062272 0.586058
453 11081.8799642879 11081.8799642879 0.3318004442 0.3318004442 55.4093998214 0.0000000000 90.0000000000 0.780977 0.999003 0.595236 0.799033 0.752771 0.302919 0.921671 0.027538 0.441402 0.106891 0.651136 0.685567 0.415136 0.277096 0.495636
454 37226.6371026983 37226.6371026983 0.3318004442 0.3318004442 186.1331855135 0.0000000000 90.0000000000 0.995543 0.190916 0.000059 0.915276 0.203003 0.046624 0.278195 0.092226 0.677610 0.875838 0.460480 0.805370 0.087799 0.445665 0.074584
455 4400.0000000000 4407.6000000000 0.3318004442 0.3318004442 22.0211111111 7.6000000000 90.0000000000 0.532196 0.201440 0.294656 0.361037 0.774173 0.340665 0.839577 0.957240 0.778977 0.507937 0.940327 0.997763 0.576597 0.199197 0.649251
456 3417.6014981270 3537.1014981270 0.3318004442 0.3318004442 17.4199519351 119.5000000000 90.0000000000 0.124019 0.857107 0.126261 0.674313 0.956314 0.087846 0.738085 0.911305 0.957713 0.998073 0.736550 0.573157 0.193725 0.394436 0.864514
457 18630.2515576151 18630.2515576151 0.3318004442 0.3318004442 93.1512577881 0.0000000000 90.0000000000 0.903371 0.094752 0.236719 0.470432 0.905070 0.057581 0.626527 0.047253 0.999853 0.365523 0.728283 0.873833 0.582032 0.132905 0.234517
458 2433.1050121193 2532.1050121193 0.3318004442 0.3318004442 12.4405250606 99.0000000000 90.0000000000 0.185368 0.739090 0.000294 0.976097 0.866838 0.758448 0.158974 0.585820 0.999999 0.820453 0.998910 0.921922 0.455915 0.203936 0.578120
459 5684.4410203712 5792.2410203712 0.3318004442 0.3318004442 28.7216495463 107.8000000000 90.0000000000 0.561281 0.869195 0.296934 0.992060 0.780914 0.433923 0.980067 0.144187 0.998183 0.736661 0.898401 0.989241 0.055381 0.083486 0.076784
460 34800.0000000000 34800.0000000000 0.3318004442 0.3318004442 174.0000000000 0.0000000000 90.0000000000 0.000165 0.453553 0.483353 0.778026 0.758950 0.014089 0.380546 0.668795 0.994144 0.488924 0.330945 0.998842 0.498929 0.013700 0.557686
461 0.1581383309 89.6581383309 0.3318004442 0.3318004442 0.2486111111 89.5000000000 91.0000000000 0.565199 0.155928 0.272684 0.974474 0.710170 0.109691 0.850171 0.062359 0.990252 0.876750 0.822537 0.993139 0.886060 0.393942 0.982718
462 3200.0000000000 3280.7000000000 0.3318004442 0.3318004442 16.2241666667 80.7000000000 91.0000000000 0.035523 0.761980 0.088278 0.968256 0.983574 0.459325 0.999788 0.073772 0.921285 0.990150 0.724591 0.448572 0.290892 0.047469 0.401334
463 5600.0000000000 5669.9000000000 0.3318004442 0.3318004442 28.1941666667 69.9000000000 91.0000000000 0.451249 0.190668 0.062524 0.635735 0.967826 0.833919 0.928599 0.194272 0.993573 0.978785 0.999982 0.864733 0.304671 0.162980 0.099227
464 6594.1125496954 6659.0125496954 0.3318004442 0.3318004442 33.1508405263 64.9000000000 91.0000000000 0.605712 0.754700 0.191877 0.802368 0.750877 0.318568 0.572071 0.258526 0.688642 0.636518 0.581433 0.958115 0.871938 0.464180 0.401500
465 8616.2636914152 8694.6636914152 0.3318004442 0.3318004442 43.2990962349 78.4000000000 91.0000000000 0.257664 0.565692 0.053047 0.939438 0.997776 0.433207 0.396126 0.201658 0.909759 0.524572 0.759344 0.612144 0.241434 0.019139 0.035280
466 9687.8177829172 9788.7177829172 0.3318004442 0.3318004442 48.7193666924 100.9000000000 91.0000000000 0.648450 0.998748 0.197825 0.666614 0.896402 0.243348 0.922313 0.500508 0.952143 0.806657 0.764096 0.404524 0.947299 0.327895 0.671218
467 21294.1306467299 21294.1306467299 0.3318004442 0.3318004442 106.4706532336 0.0000000000 91.0000000000 0.101463 0.994567 0.153607 0.765031 0.252034 0.131183 0.419076 0.305317 0.808865 0.225845 0.985107 0.778987 0.435435 0.498605 0.330096
468 12000.0000000000 12000.0000000000 0.3318004442 0.3318004442 60.0000000000 0.0000000000 91.0000000000 0.026649 0.774407 0.000673 0.696132 0.586019 0.372196 0.392956 0.166334 0.720904 0.294272 0.673321 0.924013 0.995324 0.149823 0.660814
469 2800.0000000000 2870.1000000000 0.3318004442 0.3318004442 14.1947222222 70.1000000000 91.0000000000 0.114528 0.013645 0.176692 0.998621 0.777415 0.875956 0.972187 0.482319 0.710011 0.999434 0.809871 0.834492 0.614658 0.296394 0.978559
470 8551.0233305728 8558.1233305728 0.3318004442 0.3318004442 42.7748388751 7.1000000000 91.0000000000 0.065615 0.254611 0.070122 0.817806 0.356964 0.497967 0.702205 0.371643 0.633550 0.868078 0.971501 0.967694 0.764115 0.077398 0.702021
471 8409.5184166515 8513.9184166515 0.3318004442 0.3318004442 42.3375920833 104.4000000000 91.0000000000 0.358936 0.192467 0.066741 0.960202 0.468640 0.351207 0.999993 0.103288 0.893849 0.949814 0.657704 0.865657 0.589684 0.079372 0.287138
472 2800.0000000000 2919.8000000000 0.3318004442 0.3318004442 14.3327777778 119.8000000000 91.0000000000 0.249054 0.314343 0.000700 0.815084 0.474473 0.430969 0.794132 0.015580 0.998457 0.554248 0.877229 0.599734 0.655897 0.244282 0.519861
473 8800.0000000000 8862.2000000000 0.3318004442 0.3318004442 44.1727777778 62.2000000000 91.0000000000 0.744492 0.269315 0.237927 0.971523 0.825700 0.462223 0.924447 0.004759 0.540807 0.925317 0.309912 0.920278 0.446323 0.388395 0.508854
474 4800.0000000000 4813.0000000000 0.3318004442 0.3318004442 24.0361111111 13.0000000000 91.0000000000 0.085945 0.646862 0.206348 0.743481 0.751398 0.469134 0.946437 0.006294 0.834971 0.744948 0.228502 0.899788 0.421283 0.262170 0.668489
475 1600.0000000000 1766.7000000000 0.3318004442 0.3318004442 8.4630555556 166.7000000000 91.0000000000 0.378028 0.421624 0.016466 0.880343 0.966240 0.525365 0.383387 0.000094 0.992231 0.945617 0.760240 0.604273 0.536303 0.327334 0.895890
476 0.0875895145 88.6875895145 0.3318004442 0.3318004442 0.2461111111 88.6000000000 92.0000000000 0.187670 0.983430 0.277060 0.850626 0.957041 0.309718 0.973363 0.015418 0.955579 0.983432 0.916101 0.975044 0.975971 0.953477 0.554210
477 12106.1967603372 12145.9967603372 0.3318004442 0.3318004442 60.6415393572 39.8000000000 92.0000000000 0.000075 0.379236 0.105351 0.794098 0.702257 0.194110 0.851392 0.261760 0.907356 0.962332 0.909590 0.698914 0.413022 0.201330 0.499143
478 11200.0000000000 11235.6000000000 0.3318004442 0.3318004442 56.0988888889 35.6000000000 92.0000000000 0.906553 0.265166 0.000599 0.917579 0.032517 0.760800 0.867364 0.145014 1.000000 0.679318 0.502849 0.959242 0.910246 0.519260 0.660593
479 107683.8274743635 107722.3274743635 0.3318004442 0.3318004442 538.5260818163 38.5000000000 92.0000000000 0.354842 0.118296 0.000361 0.703174 0.181161 0.234123 0.799002 0.000401 0.827986 0.835701 0.739488 0.536006 0.014574 0.006683 0.958910
480 800.0000000000 908.6000000000 0.3318004442 0.3318004442 4.3016666667 108.6000000000 92.0000000000 0.025645 0.477837 0.050710 0.992314 0.999074 0.995874 0.980811 0.059403 0.862540 0.944311 0.851894 0.800407 0.396928 0.166220 0.379585
481 2529.8221281347 2658.5221281347 0.3318004442 0.3318004442 13.0066106407 128.7000000000 92.0000000000 0.150819 0.194473 0.003522 0.981000 0.863384 0.783831 0.957266 0.381549 0.998871 0.975048 0.476819 0.844025 0.578740 0.774679 0.651962
482 12000.0000000000 12028.4000000000 0.3318004442 0.3318004442 60.0788888889 28.4000000000 92.0000000000 0.163032 0.414647 0.118006 0.670218 0.999874 0.249663 0.966418 0.014145 0.845430 0.975146 0.999403 0.787520 0.708087 0.200833 0.174292
483 0.1394339822 87.1394339822 0.3318004442 0.3318004442 0.2416666667 87.0000000000 93.0000000000 0.252802 0.951970 0.065903 0.995158 0.912159 0.975553 0.829564 0.126777 0.954928 0.602420 0.998714 0.955533 0.947795 0.141355 0.172990
484 1264.9110640674 1416.1110640674 0.3318004442 0.3318004442 6.7445553203 151.2000000000 93.0000000000 0.145352 0.635682 0.205487 0.999522 0.951989 0.701100 0.993313 0.834590 0.636127 0.870618 0.615209 0.984921 0.705935 0.743711 0.585231
485 0.0763735285 107.9763735285 0.3318004442 0.3318004442 0.2997222222 107.9000000000 94.0000000000 0.315450 0.711039 0.156367 0.624531 0.988951 0.412719 0.891922 0.132321 0.862368 0.991300 0.981806 0.991978 0.525016 0.227119 0.970849
486 0.0689360006 131.4689360006 0.3318004442 0.3318004442 0.3650000000 131.4000000000 95.0000000000 0.092590 0.666807 0.104092 0.603972 0.997802 0.632559 0.731806 0.000370 0.786146 0.996600 0.998428 0.809276 0.512412 0.986894 0.809251
487 8009.9937578003 8080.6937578003 0.3318004442 0.3318004442 40.2463576779 70.7000000000 95.0000000000 0.055951 0.721004 0.224945 0.899487 0.991138 0.974294 0.901854 0.216306 0.732534 0.828264 0.905492 0.967519 0.398899 0.270879 0.167181
488 0.0702418359 103.7702418359 0.3318004442 0.3318004442 0.2880555556 103.7000000000 96.0000000000 0.167727 0.450625 0.133225 0.493902 0.548477 0.729046 0.624524 0.000025 0.994139 0.761559 0.955376 0.988356 0.695554 0.476277 0.939289
489 6800.0000000000 6874.9000000000 0.3318004442 0.3318004442 34.2080555556 74.9000000000 96.0000000000 0.378845 0.017178 0.216186 0.435906 0.421160 0.337495 0.638107 0.014794 0.669689 0.935299 0.961948 0.951951 0.708681 0.279544 0.568822
490 6800.0000000000 6930.3000000000 0.3318004442 0.3318004442 34.3619444444 130.3000000000 96.0000000000 0.362839 0.635078 0.030375 0.971859 0.889246 0.054228 0.845179 0.371518 0.565150 0.996930 0.706381 0.877498 0.652234 0.687125 0.834652
491 17708.7548969429 17708.7548969429 0.3318004442 0.3318004442 88.5437744847 0.0000000000 96.0000000000 0.008385 0.856446 0.017584 0.785690 0.714068 0.484105 0.951746 0.370606 0.815275 0.366395 0.552306 0.944036 0.614975 0.490307 0.355011
492 0.0710822147 139.7710822147 0.3318004442 0.3318004442 0.3880555556 139.7000000000 97.0000000000 0.238749 0.958266 0.002704 0.851005 0.955980 0.340279 0.998518 0.170671 0.972354 0.921274 0.992205 0.886994 0.824343 0.685780 0.909472
493 13200.0000000000 13216.2000000000 0.3318004442 0.3318004442 66.0450000000 16.2000000000 97.0000000000 0.194262 0.756893 0.176834 0.962885 0.717427 0.956404 0.699718 0.500112 0.681649 0.207330 0.998051 0.927330 0.913542 0.038907 0.900772
494 0.0944025248 71.5944025248 0.3318004442 0.3318004442 0.1986111111 71.5000000000 98.0000000000 0.137144 0.488764 0.087102 0.898300 0.956065 0.832432 0.998282 0.005507 0.963465 0.727990 0.784632 0.944457 0.589804 0.269544 0.453486
495 136470.8943280826 136549.7943280826 0.3318004442 0.3318004442 682.5736383071 78.9000000000 98.0000000000 0.219715 0.974284 0.207981 0.332135 0.938740 0.702685 0.930580 0.307191 0.826549 0.996050 0.956750 0.506400 0.928150 0.003043 0.876796
496 38977.1701226623 38987.6701226623 0.3318004442 0.3318004442 194.9150172800 10.5000000000 98.0000000000 0.003664 0.655227 0.018083 0.690191 0.586067 0.743178 0.940842 0.421925 0.938134 0.741279 0.992735 0.936938 0.276880 0.070917 0.693799
497 0.0470168780 141.5470168780 0.3318004442 0.3318004442 0.3930555556 141.5000000000 99.0000000000 0.263553 0.464524 0.004234 0.771514 0.991964 0.954416 0.985645 0.059138 0.843001 0.982852 0.990633 0.666034 0.974469 0.059363 0.516303
498 3417.6014981270 3503.3014981270 0.3318004442 0.3318004442 17.3260630462 85.7000000000 99.0000000000 0.012216 0.870126 0.056852 0.951148 0.993223 0.723767 0.602758 0.344829 0.767578 0.830915 0.961951 0.738081 0.763102 0.486915 0.638306
499 0.0588337617 112.6588337617 0.3318004442 0.3318004442 0.3127777778 112.6000000000 100.0000000000 0.244014 0.401679 0.217128 0.859441 0.668695 0.654503 0.631024 0.143773 0.997320 0.943782 0.978044 0.725584 0.817940 0.605651 0.984403
500 33876.4509526180 33895.9509526180 0.3318004442 0.3318004442 169.4364214298 19.5000000000 100.0000000000 0.032179 0.153539 0.091298 0.614750 0.673373 0.814169 0.894297 0.472394 0.732192 0.983606 0.997831 0.995675 0.980240 0.281642 0.990611
501 9200.0000000000 9224.2000000000 0.3318004442 0.3318004442 46.0672222222 24.2000000000 100.0000000000 0.735565 0.495108 0.419269 0.270726 0.312631 0.133490 0.954331 0.251838 0.821105 0.682893 0.927095 0.999959 0.823612 0.482121 0.656341
502 0.0462506595 168.9462506595 0.3318004442 0.3318004442 0.4691666667 168.9000000000 101.0000000000 0.216403 0.767519 0.171632 0.985535 0.975387 0.512231 0.916998 0.159420 0.992606 0.951303 0.967715 0.955262 0.905708 0.108607 0.655455
503 13200.0000000000 13261.4000000000 0.3318004442 0.3318004442 66.1705555556 61.4000000000 101.0000000000 0.495843 0.650988 0.369040 0.763891 0.989529 0.817232 0.967066 0.304360 0.924327 0.816021 0.999177 0.725355 0.637305 0.614455 0.622946
504 1200.0000000000 1347.9000000000 0.3318004442 0.3318004442 6.4108333333 147.9000000000 101.0000000000 0.429239 0.809992 0.011980 0.774196 0.960960 0.552723 0.998641 0.196394 0.999559 0.998180 0.830610 0.995854 0.906919 0.341211 0.401466
505 0.0579045434 106.8579045434 0.3318004442 0.3318004442 0.2966666667 106.8000000000 102.0000000000 0.132397 0.431069 0.200641 0.943972 0.701476 0.608228 0.706164 0.130396 0.999833 0.720291 0.815292 0.965759 0.860312 0.389332 0.592656
506 800.0000000000 916.4000000000 0.3318004442 0.3318004442 4.3233333333 116.4000000000 102.0000000000 0.350519 0.627012 0.260801 0.977517 0.991681 0.642585 0.980259 0.049737 0.988673 0.963273 0.993327 0.602661 0.800670 0.393000 0.777818
507 6000.0000000000 6065.3000000000 0.3318004442 0.3318004442 30.1813888889 65.3000000000 102.0000000000 0.326927 0.249714 0.319474 0.950982 0.981890 0.602233 0.832763 0.160212 0.753923 0.768395 0.992046 0.692818 0.933152 0.052862 0.729588
508 0.0764847240 127.3764847240 0.3318004442 0.3318004442 0.3536111111 127.3000000000 103.0000000000 0.309982 0.786616 0.031815 0.989274 0.909295 0.706377 0.846521 0.129109 0.755928 0.897512 0.750882 0.566126 0.981126 0.264410 0.713291
509 8276.7224051817 8344.1224051817 0.3318004442 0.3318004442 41.5708342481 67.4000000000 103.0000000000 0.015378 0.975173 0.372596 0.991800 0.763431 0.332617 0.931344 0.256110 0.995706 0.988751 0.882813 0.985338 0.574255 0.081780 0.613380
510 4165.6854249492 4228.1854249492 0.3318004442 0.3318004442 21.0020382359 62.5000000000 103.0000000000 0.584700 0.203480 0.011278 0.994293 0.620726 0.778239 0.840219 0.296903 0.868186 0.977453 0.791406 0.982080 0.527518 0.413004 0.508437
511 0.0536313954 155.1536313954 0.3318004442 0.3318004442 0.4308333333 155.1000000000 104.0000000000 0.060180 0.186199 0.211743 0.999822 0.999698 0.436304 0.998670 0.216238 0.999936 0.999895 0.954043 0.436182 0.661988 0.294241 0.903648
512 0.0925695365 88.2925695365 0.3318004442 0.3318004442 0.2450000000 88.2000000000 105.0000000000 0.162301 0.665817 0.643150 0.931715 0.934488 0.664286 0.794619 0.004219 0.839175 0.685517 0.931037 0.940102 0.971993 0.397080 0.806345
513 0.0838381284 96.9838381284 0.3318004442 0.3318004442 0.2691666667 96.9000000000 106.0000000000 0.210211 0.505808 0.039458 0.999795 0.587138 0.891370 0.982323 0.589133 0.974913 0.665405 0.828004 0.996315 0.848384 0.492592 0.755400
514 150160.9497969158 150216.0497969158 0.3318004442 0.3318004442 750.9578045401 55.1000000000 106.0000000000 0.221307 0.756198 0.587117 0.830639 0.998244 0.419944 0.617848 0.347830 0.787784 0.991041 0.757697 0.457805 0.792755 0.001217 0.489528
515 16994.1166289984 16994.1166289984 0.3318004442 0.3318004442 84.9705831450 0.0000000000 106.0000000000 0.036927 0.658511 0.149825 0.722480 0.918677 0.995407 0.605689 0.248025 0.999317 0.765562 0.993443 0.627248 0.380072 0.424619 0.320461
516 3600.0000000000 3714.8000000000 0.3318004442 0.3318004442 18.3188888889 114.8000000000 106.0000000000 0.532326 0.813246 0.001677 0.896055 0.917316 0.727159 0.997690 0.322552 0.992113 0.994762 0.769614 0.866704 0.917280 0.395442 0.472641
517 8246.2112512353 8273.9112512353 0.3318004442 0.3318004442 41.3080007006 27.7000000000 106.0000000000 0.172135 0.940971 0.115837 0.899011 0.651665 0.480540 0.792576 0.447866 0.994053 0.969162 0.933111 0.994120 0.641828 0.196512 0.657887
518 894.4271909999 1036.1271909999 0.3318004442 0.3318004442 4.8657470661 141.7000000000 106.0000000000 0.137847 0.764579 0.204318 0.998973 0.992263 0.496275 0.828872 0.112299 0.982367 0.971222 0.612125 0.889775 0.975768 0.662293 0.748545
519 4800.0000000000 4884.7000000000 0.3318004442 0.3318004442 24.2352777778 84.7000000000 106.0000000000 0.350310 0.761577 0.351662 0.926999 0.958818 0.839377 0.808414 0.281664 0.530219 0.746323 0.975198 0.872789 0.790418 0.496126 0.729480
520 10119.2885125388 10198.4885125388 0.3318004442 0.3318004442 50.8164425627 79.2000000000 106.0000000000 0.174137 0.806579 0.099568 0.974496 0.798664 0.560469 0.998393 0.330884 0.999067 0.942517 0.697254 0.951333 0.783066 0.060541 0.936667
521 0.1364994820 40.0364994820 0.3318004442 0.3318004442 0.1108333333 39.9000000000 107.0000000000 0.315145 0.832095 0.004301 0.913709 0.849561 0.815405 0.879293 0.027469 0.828193 0.507532 0.769745 0.993412 0.715436 0.311191 0.569638
522 7971.3553108736 7979.5553108736 0.3318004442 0.3318004442 39.8795543321 8.2000000000 107.0000000000 0.041618 0.999312 0.178494 0.799121 0.328072 0.667790 0.512200 0.657805 0.727030 0.441941 0.801753 0.764982 0.533382 0.807714 0.600578
523 0.0656778447 81.8656778447 0.3318004442 0.3318004442 0.2272222222 81.8000000000 108.0000000000 0.442937 0.342448 0.115151 0.967093 0.856192 0.719134 0.999797 0.155405 0.999954 0.404766 0.996505 0.949925 0.660553 0.515849 0.777221
524 6800.0000000000 6928.3000000000 0.3318004442 0.3318004442 34.3563888889 128.3000000000 108.0000000000 0.109890 0.905131 0.341690 0.764146 0.581404 0.600444 0.948043 0.750404 0.995514 0.980536 0.705769 0.907864 0.982274 0.292977 0.525308
525 4000.0000000000 4050.7000000000 0.3318004442 0.3318004442 20.1408333333 50.7000000000 108.0000000000 0.545275 0.975369 0.066163 0.888953 0.878217 0.375844 0.944590 0.035397 0.499392 0.829809 0.941796 0.813936 0.999878 0.628097 0.995923
526 13475.5076753787 13475.5076753787 0.3318004442 0.3318004442 67.3775383769 0.0000000000 108.0000000000 0.131114 0.726940 0.160013 0.870639 0.413968 0.459218 0.982675 0.556557 0.998148 0.985319 0.939428 0.918078 0.835776 0.015379 0.804157
527 0.1482975195 62.1482975195 0.3318004442 0.3318004442 0.1722222222 62.0000000000 109.0000000000 0.246419 0.877333 0.350171 0.997890 0.849012 0.617559 0.998361 0.000340 0.943728 0.803411 0.995346 0.644411 0.848329 0.502307 0.400365
528 1200.0000000000 1309.5000000000 0.3318004442 0.3318004442 6.3041666667 109.5000000000 109.0000000000 0.389466 0.951213 0.110218 0.695621 0.888702 0.482477 0.566617 0.134840 0.786067 0.993476 0.906969 0.777210 0.950624 0.472248 0.689159
529 11034.4913793070 11034.4913793070 0.3318004442 0.3318004442 55.1724568965 0.0000000000 109.0000000000 0.000399 0.798438 0.065090 0.628832 0.808669 0.849140 0.995074 0.249595 0.987462 0.568111 0.999241 0.863781 0.739113 0.455253 0.644602
530 400.0000000000 542.6000000000 0.3318004442 0.3318004442 2.3961111111 142.6000000000 109.0000000000 0.512226 0.592404 0.006492 0.974712 0.892233 0.899706 0.847939 0.029982 0.366071 0.940907 0.747963 0.938353 0.893997 0.250236 0.982098
531 0.1364402831 38.0364402831 0.3318004442 0.3318004442 0.1052777778 37.9000000000 110.0000000000 0.217194 0.879562 0.015941 0.880749 0.993358 0.821196 0.945977 0.030133 0.999852 0.592829 0.924920 0.947032 0.937327 0.316227 0.830655
532 3600.0000000000 3728.8000000000 0.3318004442 0.3318004442 18.3577777778 128.8000000000 110.0000000000 0.549172 0.666486 0.012874 0.911659 0.874732 0.685285 0.906043 0.291272 0.817766 0.771395 0.991963 0.987446 0.871236 0.741574 0.596891
533 4217.6014981270 4326.0014981270 0.3318004442 0.3318004442 21.3891186017 108.4000000000 110.0000000000 0.509139 0.978727 0.193195 0.981450 0.779510 0.475186 0.922379 0.009287 0.880151 0.757350 0.553471 0.831475 0.944398 0.529754 0.283550
534 3600.0000000000 3724.6000000000 0.3318004442 0.3318004442 18.3461111111 124.6000000000 110.0000000000 0.769496 0.799039 0.049359 0.997823 0.958008 0.558357 0.999696 0.155647 0.968841 0.998317 0.974301 0.943539 0.721102 0.516742 0.972971
535 5694.4271909999 5749.9271909999 0.3318004442 0.3318004442 28.6263026217 55.5000000000 110.0000000000 0.542251 0.885124 0.072607 0.860235 0.626913 0.652657 0.975789 0.484494 0.991258 0.990930 0.920498 0.815397 0.914193 0.449357 0.195063
536 0.0553951497 106.9553951497 0.3318004442 0.3318004442 0.2969444444 106.9000000000 111.0000000000 0.467395 0.607561 0.134907 0.979751 0.963702 0.642264 0.954043 0.074682 0.879918 0.974162 0.907542 0.943817 0.784706 0.590637 0.145643
537 0.1606727835 79.9606727835 0.3318004442 0.3318004442 0.2216666667 79.8000000000 112.0000000000 0.127807 0.999804 0.016370 0.995558 0.999195 0.660144 0.999985 0.111551 0.880011 0.820292 0.989261 0.539646 0.925700 0.260034 0.555516
